REGION,CROP_NAME,YEAR,VARIABLE,VALUE,UoM,SOURCE,CALCULATED_R,CALCULATED_C,CALCULATED_V,ZERO_AS_NULL,COHERENCE_APY,COHERENCE_CROP
FR102,Total wheat,2020,Yield,7.695,t/ha,NSI,,,Yes,,Yes,Yes
FR102,Soft wheat,2020,Yield,7.7,t/ha,NSI,,Yes,,,Yes,Yes
FR102,Durum wheat,2020,Yield,7.0,t/ha,NSI,,Yes,,,Yes,Yes
FR103,Total wheat,2020,Area,31200.0,ha,NSI,,,Yes,,Yes,Yes
FR103,Soft wheat,2020,Area,30195.0,ha,NSI,,Yes,,,Yes,Yes
FR103,Durum wheat,2020,Area,1005.0,ha,NSI,,Yes,,,Yes,Yes
FR103,Total wheat,2020,Production,224338.5,t,NSI,,,Yes,,Yes,Yes
FR103,Soft wheat,2020,Production,217404.0,t,NSI,,Yes,,,Yes,Yes
FR103,Durum wheat,2020,Production,6934.5,t,NSI,,Yes,,,Yes,Yes
FR103,Total wheat,2020,Yield,7.19,t/ha,NSI,,,Yes,,Yes,Yes
FR103,Soft wheat,2020,Yield,7.2,t/ha,NSI,,Yes,,,Yes,Yes
FR103,Durum wheat,2020,Yield,6.9,t/ha,NSI,,Yes,,,Yes,Yes
FR104,Total wheat,2020,Area,28555.0,ha,NSI,,,Yes,,Yes,Yes
FR104,Soft wheat,2020,Area,26660.0,ha,NSI,,Yes,,,Yes,Yes
FR104,Durum wheat,2020,Area,1895.0,ha,NSI,,Yes,,,Yes,Yes
FR104,Total wheat,2020,Production,205027.5,t,NSI,,,Yes,,Yes,Yes
FR104,Soft wheat,2020,Production,191952.0,t,NSI,,Yes,,,Yes,Yes
FR104,Durum wheat,2020,Production,13075.5,t,NSI,,Yes,,,Yes,Yes
FR104,Total wheat,2020,Yield,7.18,t/ha,NSI,,,Yes,,Yes,Yes
FR104,Soft wheat,2020,Yield,7.2,t/ha,NSI,,Yes,,,Yes,Yes
FR104,Durum wheat,2020,Yield,6.9,t/ha,NSI,,Yes,,,Yes,Yes
FR105,Total wheat,2020,Area,0.0,ha,NSI,,,Yes,,Yes,Yes
FR105,Soft wheat,2020,Area,0.0,ha,NSI,,Yes,,,Yes,Yes
FR105,Durum wheat,2020,Area,0.0,ha,NSI,,Yes,,,Yes,Yes
FR105,Total wheat,2020,Production,0.0,t,NSI,,,Yes,,Yes,Yes
FR105,Soft wheat,2020,Production,0.0,t,NSI,,Yes,,,Yes,Yes
FR105,Durum wheat,2020,Production,0.0,t,NSI,,Yes,,,Yes,Yes
FR105,Total wheat,2020,Yield,0.0,t/ha,NSI,,,Yes,,Yes,
FR105,Soft wheat,2020,Yield,0.0,t/ha,NSI,,Yes,Yes,,Yes,
FR105,Durum wheat,2020,Yield,0.0,t/ha,NSI,,Yes,Yes,,Yes,
FR106,Total wheat,2020,Area,325.0,ha,NSI,,,Yes,,Yes,Yes
FR106,Soft wheat,2020,Area,325.0,ha,NSI,,Yes,,,Yes,Yes
FR106,Durum wheat,2020,Area,0.0,ha,NSI,,Yes,,,Yes,Yes
FR106,Total wheat,2020,Production,2535.0,t,NSI,,,Yes,,Yes,Yes
FR106,Soft wheat,2020,Production,2535.0,t,NSI,,Yes,,,Yes,Yes
FR106,Durum wheat,2020,Production,0.0,t,NSI,,Yes,,,Yes,Yes
FR106,Total wheat,2020,Yield,7.8,t/ha,NSI,,,Yes,,Yes,Yes
FR106,Soft wheat,2020,Yield,7.8,t/ha,NSI,,Yes,,,Yes,Yes
FR106,Durum wheat,2020,Yield,0.0,t/ha,NSI,,Yes,Yes,,Yes,Yes
FR107,Total wheat,2020,Area,285.0,ha,NSI,,,Yes,,Yes,Yes
FR107,Soft wheat,2020,Area,285.0,ha,NSI,,Yes,,,Yes,Yes
FR107,Durum wheat,2020,Area,0.0,ha,NSI,,Yes,,,Yes,Yes
FR107,Total wheat,2020,Production,2052.0,t,NSI,,,Yes,,Yes,Yes
FR107,Soft wheat,2020,Production,2052.0,t,NSI,,Yes,,,Yes,Yes
FR107,Durum wheat,2020,Production,0.0,t,NSI,,Yes,,,Yes,Yes
FR107,Total wheat,2020,Yield,7.2,t/ha,NSI,,,Yes,,Yes,Yes
FR107,Soft wheat,2020,Yield,7.2,t/ha,NSI,,Yes,,,Yes,Yes
FR107,Durum wheat,2020,Yield,0.0,t/ha,NSI,,Yes,Yes,,Yes,Yes
FR108,Total wheat,2020,Area,21235.0,ha,NSI,,,Yes,,Yes,Yes
FR108,Soft wheat,2020,Area,21220.0,ha,NSI,,Yes,,,Yes,Yes
FR108,Durum wheat,2020,Area,15.0,ha,NSI,,Yes,,,Yes,Yes
FR108,Total wheat,2020,Production,165619.5,t,NSI,,,Yes,,Yes,Yes
FR108,Soft wheat,2020,Production,165516.0,t,NSI,,Yes,,,Yes,Yes
FR108,Durum wheat,2020,Production,103.5,t,NSI,,Yes,,,Yes,Yes
FR108,Total wheat,2020,Yield,7.799,t/ha,NSI,,,Yes,,Yes,Yes
FR108,Soft wheat,2020,Yield,7.8,t/ha,NSI,,Yes,,,Yes,Yes
FR108,Durum wheat,2020,Yield,6.9,t/ha,NSI,,Yes,,,Yes,Yes
FRB01,Total wheat,2020,Area,93385.0,ha,NSI,,,Yes,,Yes,Yes
FRB01,Soft wheat,2020,Area,90050.0,ha,NSI,,Yes,,,Yes,Yes
FRB01,Durum wheat,2020,Area,3335.0,ha,NSI,,Yes,,,Yes,Yes
FRB01,Total wheat,2020,Production,502218.0,t,NSI,,,Yes,,Yes,Yes
FRB01,Soft wheat,2020,Production,486025.0,t,NSI,,Yes,,,Yes,Yes
FRB01,Durum wheat,2020,Production,16193.0,t,NSI,,Yes,,,Yes,Yes
FRB01,Total wheat,2020,Yield,5.377,t/ha,NSI,,,Yes,,Yes,Yes
FRB01,Soft wheat,2020,Yield,5.397,t/ha,NSI,,Yes,,,Yes,Yes
FRB01,Durum wheat,2020,Yield,4.855,t/ha,NSI,,Yes,,,Yes,Yes
FRB02,Total wheat,2020,Area,180325.0,ha,NSI,,,Yes,,Yes,Yes
FRB02,Soft wheat,2020,Area,149955.0,ha,NSI,,Yes,,,Yes,Yes
FRB02,Durum wheat,2020,Area,30370.0,ha,NSI,,Yes,,,Yes,Yes
FRB02,Total wheat,2020,Production,1254630.0,t,NSI,,,Yes,,Yes,Yes
FRB02,Soft wheat,2020,Production,1049390.0,t,NSI,,Yes,,,Yes,Yes
FRB02,Durum wheat,2020,Production,205240.0,t,NSI,,Yes,,,Yes,Yes
FRB02,Total wheat,2020,Yield,6.957,t/ha,NSI,,,Yes,,Yes,Yes
FRB02,Soft wheat,2020,Yield,6.998,t/ha,NSI,,Yes,,,Yes,Yes
FRB02,Durum wheat,2020,Yield,6.758,t/ha,NSI,,Yes,,,Yes,Yes
FRB03,Total wheat,2020,Area,80535.0,ha,NSI,,,Yes,,Yes,Yes
FRB03,Soft wheat,2020,Area,77860.0,ha,NSI,,Yes,,,Yes,Yes
FRB03,Durum wheat,2020,Area,2675.0,ha,NSI,,Yes,,,Yes,Yes
FRB03,Total wheat,2020,Production,428999.0,t,NSI,,,Yes,,Yes,Yes
FRB03,Soft wheat,2020,Production,416295.5,t,NSI,,Yes,,,Yes,Yes
FRB03,Durum wheat,2020,Production,12703.5,t,NSI,,Yes,,,Yes,Yes
FRB03,Total wheat,2020,Yield,5.326,t/ha,NSI,,,Yes,,Yes,Yes
FRB03,Soft wheat,2020,Yield,5.347,t/ha,NSI,,Yes,,,Yes,Yes
FRB03,Durum wheat,2020,Yield,4.749,t/ha,NSI,,Yes,,,Yes,Yes
FRB04,Total wheat,2020,Area,83350.0,ha,NSI,,,Yes,,Yes,Yes
FRB04,Soft wheat,2020,Area,80350.0,ha,NSI,,Yes,,,Yes,Yes
FRB04,Durum wheat,2020,Area,3000.0,ha,NSI,,Yes,,,Yes,Yes
FRB04,Total wheat,2020,Production,440252.5,t,NSI,,,Yes,,Yes,Yes
FRB04,Soft wheat,2020,Production,425730.0,t,NSI,,Yes,,,Yes,Yes
FRB04,Durum wheat,2020,Production,14522.5,t,NSI,,Yes,,,Yes,Yes
FRB04,Total wheat,2020,Yield,5.281,t/ha,NSI,,,Yes,,Yes,Yes
FRB04,Soft wheat,2020,Yield,5.298,t/ha,NSI,,Yes,,,Yes,Yes
FRB04,Durum wheat,2020,Yield,4.841,t/ha,NSI,,Yes,,,Yes,Yes
FRB05,Total wheat,2020,Area,90040.0,ha,NSI,,,Yes,,Yes,Yes
FRB05,Soft wheat,2020,Area,73800.0,ha,NSI,,Yes,,,Yes,Yes
FRB05,Durum wheat,2020,Area,16240.0,ha,NSI,,Yes,,,Yes,Yes
FRB05,Total wheat,2020,Production,506331.0,t,NSI,,,Yes,,Yes,Yes
FRB05,Soft wheat,2020,Production,413223.0,t,NSI,,Yes,,,Yes,Yes
FRB05,Durum wheat,2020,Production,93108.0,t,NSI,,Yes,,,Yes,Yes
FRB05,Total wheat,2020,Yield,5.623,t/ha,NSI,,,Yes,,Yes,Yes
FRB05,Soft wheat,2020,Yield,5.599,t/ha,NSI,,Yes,,,Yes,Yes
FRB05,Durum wheat,2020,Yield,5.733,t/ha,NSI,,Yes,,,Yes,Yes
FRB06,Total wheat,2020,Area,105060.0,ha,NSI,,,Yes,,Yes,Yes
FRB06,Soft wheat,2020,Area,82490.0,ha,NSI,,Yes,,,Yes,Yes
FRB06,Durum wheat,2020,Area,22570.0,ha,NSI,,Yes,,,Yes,Yes
FRB06,Total wheat,2020,Production,658493.0,t,NSI,,,Yes,,Yes,Yes
FRB06,Soft wheat,2020,Production,503030.0,t,NSI,,Yes,,,Yes,Yes
FRB06,Durum wheat,2020,Production,155463.0,t,NSI,,Yes,,,Yes,Yes
FRB06,Total wheat,2020,Yield,6.267,t/ha,NSI,,,Yes,,Yes,Yes
FRB06,Soft wheat,2020,Yield,6.098,t/ha,NSI,,Yes,,,Yes,Yes
FRB06,Durum wheat,2020,Yield,6.888,t/ha,NSI,,Yes,,,Yes,Yes
FRC11,Total wheat,2020,Area,94800.0,ha,NSI,,,Yes,,Yes,Yes
FRC11,Soft wheat,2020,Area,94700.0,ha,NSI,,Yes,,,Yes,Yes
FRC11,Durum wheat,2020,Area,100.0,ha,NSI,,Yes,,,Yes,Yes
FRC11,Total wheat,2020,Production,559140.0,t,NSI,,,Yes,,Yes,Yes
FRC11,Soft wheat,2020,Production,558730.0,t,NSI,,Yes,,,Yes,Yes
FRC11,Durum wheat,2020,Production,410.0,t,NSI,,Yes,,,Yes,Yes
FRC11,Total wheat,2020,Yield,5.898,t/ha,NSI,,,Yes,,Yes,Yes
FRC11,Soft wheat,2020,Yield,5.9,t/ha,NSI,,Yes,,,Yes,Yes
FRC11,Durum wheat,2020,Yield,4.1,t/ha,NSI,,Yes,,,Yes,Yes
FRC12,Total wheat,2020,Area,43050.0,ha,NSI,,,Yes,,Yes,Yes
FRC12,Soft wheat,2020,Area,42450.0,ha,NSI,,Yes,,,Yes,Yes
FRC12,Durum wheat,2020,Area,600.0,ha,NSI,,Yes,,,Yes,Yes
FRC12,Total wheat,2020,Production,223200.0,t,NSI,,,Yes,,Yes,Yes
FRC12,Soft wheat,2020,Production,220740.0,t,NSI,,Yes,,,Yes,Yes
FRC12,Durum wheat,2020,Production,2460.0,t,NSI,,Yes,,,Yes,Yes
FRC12,Total wheat,2020,Yield,5.184,t/ha,NSI,,,Yes,,Yes,Yes
FRC12,Soft wheat,2020,Yield,5.2,t/ha,NSI,,Yes,,,Yes,Yes
FRC12,Durum wheat,2020,Yield,4.1,t/ha,NSI,,Yes,,,Yes,Yes
FRC13,Total wheat,2020,Area,36000.0,ha,NSI,,,Yes,,Yes,Yes
FRC13,Soft wheat,2020,Area,35800.0,ha,NSI,,Yes,,,Yes,Yes
FRC13,Durum wheat,2020,Area,200.0,ha,NSI,,Yes,,,Yes,Yes
FRC13,Total wheat,2020,Production,233520.0,t,NSI,,,Yes,,Yes,Yes
FRC13,Soft wheat,2020,Production,232700.0,t,NSI,,Yes,,,Yes,Yes
FRC13,Durum wheat,2020,Production,820.0,t,NSI,,Yes,,,Yes,Yes
FRC13,Total wheat,2020,Yield,6.486,t/ha,NSI,,,Yes,,Yes,Yes
FRC13,Soft wheat,2020,Yield,6.5,t/ha,NSI,,Yes,,,Yes,Yes
FRC13,Durum wheat,2020,Yield,4.1,t/ha,NSI,,Yes,,,Yes,Yes
FRC14,Total wheat,2020,Area,111000.0,ha,NSI,,,Yes,,Yes,Yes
FRC14,Soft wheat,2020,Area,110600.0,ha,NSI,,Yes,,,Yes,Yes
FRC14,Durum wheat,2020,Area,400.0,ha,NSI,,Yes,,,Yes,Yes
FRC14,Total wheat,2020,Production,609940.0,t,NSI,,,Yes,,Yes,Yes
FRC14,Soft wheat,2020,Production,608300.0,t,NSI,,Yes,,,Yes,Yes
FRC14,Durum wheat,2020,Production,1640.0,t,NSI,,Yes,,,Yes,Yes
FRC14,Total wheat,2020,Yield,5.494,t/ha,NSI,,,Yes,,Yes,Yes
FRC14,Soft wheat,2020,Yield,5.5,t/ha,NSI,,Yes,,,Yes,Yes
FRC14,Durum wheat,2020,Yield,4.1,t/ha,NSI,,Yes,,,Yes,Yes
FRC21,Total wheat,2020,Area,6810.0,ha,NSI,,,Yes,,Yes,Yes
FRC21,Soft wheat,2020,Area,6730.0,ha,NSI,,Yes,,,Yes,Yes
FRC21,Durum wheat,2020,Area,80.0,ha,NSI,,Yes,,,Yes,Yes
FRC21,Total wheat,2020,Production,42855.0,t,NSI,,,Yes,,Yes,Yes
FRC21,Soft wheat,2020,Production,42399.0,t,NSI,,Yes,,,Yes,Yes
FRC21,Durum wheat,2020,Production,456.0,t,NSI,,Yes,,,Yes,Yes
FRC21,Total wheat,2020,Yield,6.292,t/ha,NSI,,,Yes,,Yes,Yes
FRC21,Soft wheat,2020,Yield,6.3,t/ha,NSI,,Yes,,,Yes,Yes
FRC21,Durum wheat,2020,Yield,5.7,t/ha,NSI,,Yes,,,Yes,Yes
FRC22,Total wheat,2020,Area,14770.0,ha,NSI,,,Yes,,Yes,Yes
FRC22,Soft wheat,2020,Area,14700.0,ha,NSI,,Yes,,,Yes,Yes
FRC22,Durum wheat,2020,Area,70.0,ha,NSI,,Yes,,,Yes,Yes
FRC22,Total wheat,2020,Production,104783.0,t,NSI,,,Yes,,Yes,Yes
FRC22,Soft wheat,2020,Production,104370.0,t,NSI,,Yes,,,Yes,Yes
FRC22,Durum wheat,2020,Production,413.0,t,NSI,,Yes,,,Yes,Yes
FRC22,Total wheat,2020,Yield,7.094,t/ha,NSI,,,Yes,,Yes,Yes
FRC22,Soft wheat,2020,Yield,7.1,t/ha,NSI,,Yes,,,Yes,Yes
FRC22,Durum wheat,2020,Yield,5.9,t/ha,NSI,,Yes,,,Yes,Yes
FRC23,Total wheat,2020,Area,34390.0,ha,NSI,,,Yes,,Yes,Yes
FRC23,Soft wheat,2020,Area,34300.0,ha,NSI,,Yes,,,Yes,Yes
FRC23,Durum wheat,2020,Area,90.0,ha,NSI,,Yes,,,Yes,Yes
FRC23,Total wheat,2020,Production,244052.0,t,NSI,,,Yes,,Yes,Yes
FRC23,Soft wheat,2020,Production,243530.0,t,NSI,,Yes,,,Yes,Yes
FRC23,Durum wheat,2020,Production,522.0,t,NSI,,Yes,,,Yes,Yes
FRC23,Total wheat,2020,Yield,7.096,t/ha,NSI,,,Yes,,Yes,Yes
FRC23,Soft wheat,2020,Yield,7.1,t/ha,NSI,,Yes,,,Yes,Yes
FRC23,Durum wheat,2020,Yield,5.8,t/ha,NSI,,Yes,,,Yes,Yes
FRD11,Total wheat,2020,Area,74050.0,ha,NSI,,,Yes,,Yes,Yes
FRD11,Soft wheat,2020,Area,73990.0,ha,NSI,,Yes,,,Yes,Yes
FRD11,Durum wheat,2020,Area,60.0,ha,NSI,,Yes,,,Yes,Yes
FRD11,Total wheat,2020,Production,569263.0,t,NSI,,,Yes,,Yes,Yes
FRD11,Soft wheat,2020,Production,568963.0,t,NSI,,Yes,,,Yes,Yes
FRD11,Durum wheat,2020,Production,300.0,t,NSI,,Yes,,,Yes,Yes
FRD11,Total wheat,2020,Yield,7.687,t/ha,NSI,,,Yes,,Yes,Yes
FRD11,Soft wheat,2020,Yield,7.69,t/ha,NSI,,Yes,,,Yes,Yes
FRD11,Durum wheat,2020,Yield,5.0,t/ha,NSI,,Yes,,,Yes,Yes
FRD12,Total wheat,2020,Area,34660.0,ha,NSI,,,Yes,,Yes,Yes
FRD12,Soft wheat,2020,Area,34660.0,ha,NSI,,Yes,,,Yes,Yes
FRD12,Durum wheat,2020,Area,0.0,ha,NSI,,Yes,,,Yes,Yes
FRD12,Total wheat,2020,Production,252066.0,t,NSI,,,Yes,,Yes,Yes
FRD12,Soft wheat,2020,Production,252066.0,t,NSI,,Yes,,,Yes,Yes
FRD12,Durum wheat,2020,Production,0.0,t,NSI,,Yes,,,Yes,Yes
FRD12,Total wheat,2020,Yield,7.272,t/ha,NSI,,,Yes,,Yes,Yes
FRD12,Soft wheat,2020,Yield,7.273,t/ha,NSI,,Yes,,,Yes,Yes
FRD12,Durum wheat,2020,Yield,0.0,t/ha,NSI,,Yes,Yes,,Yes,Yes
FRD13,Total wheat,2020,Area,68140.0,ha,NSI,,,Yes,,Yes,Yes
FRD13,Soft wheat,2020,Area,67740.0,ha,NSI,,Yes,,,Yes,Yes
FRD13,Durum wheat,2020,Area,400.0,ha,NSI,,Yes,,,Yes,Yes
FRD13,Total wheat,2020,Production,434626.0,t,NSI,,,Yes,,Yes,Yes
FRD13,Soft wheat,2020,Production,432906.0,t,NSI,,Yes,,,Yes,Yes
FRD13,Durum wheat,2020,Production,1720.0,t,NSI,,Yes,,,Yes,Yes
FRD13,Total wheat,2020,Yield,6.378,t/ha,NSI,,,Yes,,Yes,Yes
FRD13,Soft wheat,2020,Yield,6.391,t/ha,NSI,,Yes,,,Yes,Yes
FRD13,Durum wheat,2020,Yield,4.3,t/ha,NSI,,Yes,,,Yes,Yes
FRD21,Total wheat,2020,Area,138970.0,ha,NSI,,,Yes,,Yes,Yes
FRD21,Soft wheat,2020,Area,138510.0,ha,NSI,,Yes,,,Yes,Yes
FRD21,Durum wheat,2020,Area,460.0,ha,NSI,,Yes,,,Yes,Yes
FRD21,Total wheat,2020,Production,1068657.0,t,NSI,,,Yes,,Yes,Yes
FRD21,Soft wheat,2020,Production,1066437.0,t,NSI,,Yes,,,Yes,Yes
FRD21,Durum wheat,2020,Production,2220.0,t,NSI,,Yes,,,Yes,Yes
FRD21,Total wheat,2020,Yield,7.689,t/ha,NSI,,,Yes,,Yes,Yes
FRD21,Soft wheat,2020,Yield,7.699,t/ha,NSI,,Yes,,,Yes,Yes
FRD21,Durum wheat,2020,Yield,4.826,t/ha,NSI,,Yes,,,Yes,Yes
FRD22,Total wheat,2020,Area,107790.0,ha,NSI,,,Yes,,Yes,Yes
FRD22,Soft wheat,2020,Area,107720.0,ha,NSI,,Yes,,,Yes,Yes
FRD22,Durum wheat,2020,Area,70.0,ha,NSI,,Yes,,,Yes,Yes
FRD22,Total wheat,2020,Production,904886.0,t,NSI,,,Yes,,Yes,Yes
FRD22,Soft wheat,2020,Production,904536.0,t,NSI,,Yes,,,Yes,Yes
FRD22,Durum wheat,2020,Production,350.0,t,NSI,,Yes,,,Yes,Yes
FRD22,Total wheat,2020,Yield,8.394,t/ha,NSI,,,Yes,,Yes,Yes
FRD22,Soft wheat,2020,Yield,8.397,t/ha,NSI,,Yes,,,Yes,Yes
FRD22,Durum wheat,2020,Yield,5.0,t/ha,NSI,,Yes,,,Yes,Yes
FRE11,Total wheat,2020,Area,108585.0,ha,NSI,,,Yes,,Yes,Yes
FRE11,Soft wheat,2020,Area,108400.0,ha,NSI,,Yes,,,Yes,Yes
FRE11,Durum wheat,2020,Area,185.0,ha,NSI,,Yes,,,Yes,Yes
FRE11,Total wheat,2020,Production,998127.0,t,NSI,,,Yes,,Yes,Yes
FRE11,Soft wheat,2020,Production,996980.0,t,NSI,,Yes,,,Yes,Yes
FRE11,Durum wheat,2020,Production,1147.0,t,NSI,,Yes,,,Yes,Yes
FRE11,Total wheat,2020,Yield,9.192,t/ha,NSI,,,Yes,,Yes,Yes
FRE11,Soft wheat,2020,Yield,9.197,t/ha,NSI,,Yes,,,Yes,Yes
FRE11,Durum wheat,2020,Yield,6.2,t/ha,NSI,,Yes,,,Yes,Yes
FRE12,Total wheat,2020,Area,162285.0,ha,NSI,,,Yes,,Yes,Yes
FRE12,Soft wheat,2020,Area,162075.0,ha,NSI,,Yes,,,Yes,Yes
FRE12,Durum wheat,2020,Area,210.0,ha,NSI,,Yes,,,Yes,Yes
FRE12,Total wheat,2020,Production,1491864.0,t,NSI,,,Yes,,Yes,Yes
FRE12,Soft wheat,2020,Production,1490567.0,t,NSI,,Yes,,,Yes,Yes
FRE12,Durum wheat,2020,Production,1297.0,t,NSI,,Yes,,,Yes,Yes
FRE12,Total wheat,2020,Yield,9.192,t/ha,NSI,,,Yes,,Yes,Yes
FRE12,Soft wheat,2020,Yield,9.197,t/ha,NSI,,Yes,,,Yes,Yes
FRE12,Durum wheat,2020,Yield,6.176,t/ha,NSI,,Yes,,,Yes,Yes
FRE21,Total wheat,2020,Area,169396.0,ha,NSI,,,Yes,,Yes,Yes
FRE21,Soft wheat,2020,Area,169260.0,ha,NSI,,Yes,,,Yes,Yes
FRE21,Durum wheat,2020,Area,136.0,ha,NSI,,Yes,,,Yes,Yes
FRE21,Total wheat,2020,Production,1405449.2,t,NSI,,,Yes,,Yes,Yes
FRE21,Soft wheat,2020,Production,1404630.0,t,NSI,,Yes,,,Yes,Yes
FRE21,Durum wheat,2020,Production,819.2,t,NSI,,Yes,,,Yes,Yes
FRE21,Total wheat,2020,Yield,8.296,t/ha,NSI,,,Yes,,Yes,Yes
FRE21,Soft wheat,2020,Yield,8.299,t/ha,NSI,,Yes,,,Yes,Yes
FRE21,Durum wheat,2020,Yield,6.024,t/ha,NSI,,Yes,,,Yes,Yes
FRE22,Total wheat,2020,Area,144828.0,ha,NSI,,,Yes,,Yes,Yes
FRE22,Soft wheat,2020,Area,144780.0,ha,NSI,,Yes,,,Yes,Yes
FRE22,Durum wheat,2020,Area,48.0,ha,NSI,,Yes,,,Yes,Yes
FRE22,Total wheat,2020,Production,1172926.0,t,NSI,,,Yes,,Yes,Yes
FRE22,Soft wheat,2020,Production,1172640.0,t,NSI,,Yes,,,Yes,Yes
FRE22,Durum wheat,2020,Production,286.0,t,NSI,,Yes,,,Yes,Yes
FRE22,Total wheat,2020,Yield,8.098,t/ha,NSI,,,Yes,,Yes,Yes
FRE22,Soft wheat,2020,Yield,8.099,t/ha,NSI,,Yes,,,Yes,Yes
FRE22,Durum wheat,2020,Yield,5.958,t/ha,NSI,,Yes,,,Yes,Yes
FRE23,Total wheat,2020,Area,184585.0,ha,NSI,,,Yes,,Yes,Yes
FRE23,Soft wheat,2020,Area,184460.0,ha,NSI,,Yes,,,Yes,Yes
FRE23,Durum wheat,2020,Area,125.0,ha,NSI,,Yes,,,Yes,Yes
FRE23,Total wheat,2020,Production,1679275.5,t,NSI,,,Yes,,Yes,Yes
FRE23,Soft wheat,2020,Production,1678514.0,t,NSI,,Yes,,,Yes,Yes
FRE23,Durum wheat,2020,Production,761.5,t,NSI,,Yes,,,Yes,Yes
FRE23,Total wheat,2020,Yield,9.097,t/ha,NSI,,,Yes,,Yes,Yes
FRE23,Soft wheat,2020,Yield,9.1,t/ha,NSI,,Yes,,,Yes,Yes
FRE23,Durum wheat,2020,Yield,6.092,t/ha,NSI,,Yes,,,Yes,Yes
FRF11,Total wheat,2020,Area,31780.0,ha,NSI,,,Yes,,Yes,Yes
FRF11,Soft wheat,2020,Area,31630.0,ha,NSI,,Yes,,,Yes,Yes
FRF11,Durum wheat,2020,Area,150.0,ha,NSI,,Yes,,,Yes,Yes
FRF11,Total wheat,2020,Production,244451.0,t,NSI,,,Yes,,Yes,Yes
FRF11,Soft wheat,2020,Production,243551.0,t,NSI,,Yes,,,Yes,Yes
FRF11,Durum wheat,2020,Production,900.0,t,NSI,,Yes,,,Yes,Yes
FRF11,Total wheat,2020,Yield,7.691,t/ha,NSI,,,Yes,,Yes,Yes
FRF11,Soft wheat,2020,Yield,7.7,t/ha,NSI,,Yes,,,Yes,Yes
FRF11,Durum wheat,2020,Yield,6.0,t/ha,NSI,,Yes,,,Yes,Yes
FRF12,Total wheat,2020,Area,17260.0,ha,NSI,,,Yes,,Yes,Yes
FRF12,Soft wheat,2020,Area,17060.0,ha,NSI,,Yes,,,Yes,Yes
FRF12,Durum wheat,2020,Area,200.0,ha,NSI,,Yes,,,Yes,Yes
FRF12,Total wheat,2020,Production,144504.0,t,NSI,,,Yes,,Yes,Yes
FRF12,Soft wheat,2020,Production,143304.0,t,NSI,,Yes,,,Yes,Yes
FRF12,Durum wheat,2020,Production,1200.0,t,NSI,,Yes,,,Yes,Yes
FRF12,Total wheat,2020,Yield,8.372,t/ha,NSI,,,Yes,,Yes,Yes
FRF12,Soft wheat,2020,Yield,8.4,t/ha,NSI,,Yes,,,Yes,Yes
FRF12,Durum wheat,2020,Yield,6.0,t/ha,NSI,,Yes,,,Yes,Yes
FRF21,Total wheat,2020,Area,59830.0,ha,NSI,,,Yes,,Yes,Yes
FRF21,Soft wheat,2020,Area,59750.0,ha,NSI,,Yes,,,Yes,Yes
FRF21,Durum wheat,2020,Area,80.0,ha,NSI,,Yes,,,Yes,Yes
FRF21,Total wheat,2020,Production,502300.0,t,NSI,,,Yes,,Yes,Yes
FRF21,Soft wheat,2020,Production,501900.0,t,NSI,,Yes,,,Yes,Yes
FRF21,Durum wheat,2020,Production,400.0,t,NSI,,Yes,,,Yes,Yes
FRF21,Total wheat,2020,Yield,8.395,t/ha,NSI,,,Yes,,Yes,Yes
FRF21,Soft wheat,2020,Yield,8.4,t/ha,NSI,,Yes,,,Yes,Yes
FRF21,Durum wheat,2020,Yield,5.0,t/ha,NSI,,Yes,,,Yes,Yes
FRF22,Total wheat,2020,Area,99150.0,ha,NSI,,,Yes,,Yes,Yes
FRF22,Soft wheat,2020,Area,99000.0,ha,NSI,,Yes,,,Yes,Yes
FRF22,Durum wheat,2020,Area,150.0,ha,NSI,,Yes,,,Yes,Yes
FRF22,Total wheat,2020,Production,837550.0,t,NSI,,,Yes,,Yes,Yes
FRF22,Soft wheat,2020,Production,836500.0,t,NSI,,Yes,,,Yes,Yes
FRF22,Durum wheat,2020,Production,1050.0,t,NSI,,Yes,,,Yes,Yes
FRF22,Total wheat,2020,Yield,8.447,t/ha,NSI,,,Yes,,Yes,Yes
FRF22,Soft wheat,2020,Yield,8.449,t/ha,NSI,,Yes,,,Yes,Yes
FRF22,Durum wheat,2020,Yield,7.0,t/ha,NSI,,Yes,,,Yes,Yes
FRF23,Total wheat,2020,Area,156200.0,ha,NSI,,,Yes,,Yes,Yes
FRF23,Soft wheat,2020,Area,155950.0,ha,NSI,,Yes,,,Yes,Yes
FRF23,Durum wheat,2020,Area,250.0,ha,NSI,,Yes,,,Yes,Yes
FRF23,Total wheat,2020,Production,1404455.0,t,NSI,,,Yes,,Yes,Yes
FRF23,Soft wheat,2020,Production,1403455.0,t,NSI,,Yes,,,Yes,Yes
FRF23,Durum wheat,2020,Production,1000.0,t,NSI,,Yes,,,Yes,Yes
FRF23,Total wheat,2020,Yield,8.991,t/ha,NSI,,,Yes,,Yes,Yes
FRF23,Soft wheat,2020,Yield,8.999,t/ha,NSI,,Yes,,,Yes,Yes
FRF23,Durum wheat,2020,Yield,4.0,t/ha,NSI,,Yes,,,Yes,Yes
FRF24,Total wheat,2020,Area,59960.0,ha,NSI,,,Yes,,Yes,Yes
